transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week
TXN-014882,11/11/2024,17:29,Sharjah-Industrial,Oil Change,166.85,64.7,102.15,Cheque,Completed,2024-11,Q4,Monday
TXN-014883,11/11/2024,8:44,Sharjah-Industrial,Full Service,754.44,255.99,498.45,Cheque,Completed,2024-11,Q4,Monday
TXN-014884,11/12/2024,16:21,Sharjah-Industrial,Engine Overhaul,3566.47,1101.33,2465.14,Cheque,Completed,2024-11,Q4,Tuesday
TXN-014885,11/12/2024,16:34,Sharjah-Industrial,Tyre Replacement,907.64,398.55,509.09,Cash,Completed,2024-11,Q4,Tuesday
TXN-014886,11/12/2024,15:46,Sharjah-Industrial,Engine Diagnostics,193.09,83.48,109.61,Cheque,Completed,2024-11,Q4,Tuesday
TXN-014887,11/12/2024,10:11,Sharjah-Industrial,AC Service,323.45,136.25,187.2,Cheque,Completed,2024-11,Q4,Tuesday
TXN-014888,11/12/2024,18:52,Sharjah-Industrial,Oil Change,162.55,56.53,106.02,Cash,Completed,2024-11,Q4,Tuesday
TXN-014889,11/12/2024,9:14,Sharjah-Industrial,Wheel Alignment,147.95,63.82,84.13,Cash,Completed,2024-11,Q4,Tuesday
TXN-014890,11/12/2024,12:42,Sharjah-Industrial,Battery Replacement,331.29,114.09,217.2,Cash,Completed,2024-11,Q4,Tuesday
TXN-014891,11/12/2024,9:21,Sharjah-Industrial,Tyre Replacement,969.73,332.69,637.04,Card,Completed,2024-11,Q4,Tuesday
TXN-014892,11/12/2024,18:53,Sharjah-Industrial,Wheel Alignment,147.4,45.68,101.72,Cash,Completed,2024-11,Q4,Tuesday
TXN-014893,11/12/2024,14:27,Sharjah-Industrial,Oil Change,194.1,83.84,110.26,Card,Completed,2024-11,Q4,Tuesday
TXN-014894,11/12/2024,17:00,Sharjah-Industrial,Wheel Alignment,140.76,45.55,95.21,Card,Completed,2024-11,Q4,Tuesday
TXN-014895,11/12/2024,9:00,Sharjah-Industrial,Oil Change,0,0,0,Cheque,Void,2024-11,Q4,Tuesday
TXN-014896,11/13/2024,17:06,Sharjah-Industrial,Wheel Alignment,153.53,55.79,97.74,Cash,Completed,2024-11,Q4,Wednesday
TXN-014897,11/13/2024,19:08,Sharjah-Industrial,Oil Change,193.52,65.21,128.31,Cash,Completed,2024-11,Q4,Wednesday
TXN-014898,11/13/2024,17:51,Sharjah-Industrial,Tyre Replacement,833.87,268.65,565.22,Cheque,Completed,2024-11,Q4,Wednesday
TXN-014899,11/13/2024,16:20,Sharjah-Industrial,Battery Replacement,327.05,101.62,225.43,Card,Completed,2024-11,Q4,Wednesday
TXN-014900,11/13/2024,12:39,Sharjah-Industrial,Engine Diagnostics,197.46,74.86,122.6,Cheque,Completed,2024-11,Q4,Wednesday
TXN-014901,11/13/2024,8:20,Sharjah-Industrial,Brake Service,410.7,124.23,286.47,Card,Completed,2024-11,Q4,Wednesday
TXN-014902,11/13/2024,10:45,Sharjah-Industrial,Oil Change,185.26,63.44,121.82,Cash,Completed,2024-11,Q4,Wednesday
TXN-014903,11/13/2024,17:28,Sharjah-Industrial,AC Service,324.67,131.45,193.22,Cash,Completed,2024-11,Q4,Wednesday
TXN-014904,11/13/2024,18:47,Sharjah-Industrial,Tyre Replacement,943.23,416.77,526.46,Cheque,Completed,2024-11,Q4,Wednesday
TXN-014905,11/13/2024,15:21,Sharjah-Industrial,Engine Overhaul,3443.42,1473.37,1970.05,Cash,Completed,2024-11,Q4,Wednesday
TXN-014906,11/13/2024,17:33,Sharjah-Industrial,Wheel Alignment,151.69,53.39,98.3,Cash,Completed,2024-11,Q4,Wednesday
TXN-014907,11/13/2024,15:33,Sharjah-Industrial,Battery Replacement,341.22,105.84,235.38,Card,Completed,2024-11,Q4,Wednesday
TXN-014908,11/14/2024,8:49,Sharjah-Industrial,Full Service,806.99,270.15,536.84,Card,Completed,2024-11,Q4,Thursday
TXN-014909,11/14/2024,11:34,Sharjah-Industrial,Suspension Repair,766.07,250.03,516.04,Cash,Completed,2024-11,Q4,Thursday
TXN-014910,11/14/2024,14:54,Sharjah-Industrial,Oil Change,188.51,79.79,108.72,Cash,Completed,2024-11,Q4,Thursday
TXN-014911,11/14/2024,17:51,Sharjah-Industrial,Engine Overhaul,3557.83,1344.82,2213.01,Cash,Completed,2024-11,Q4,Thursday
TXN-014912,11/14/2024,13:12,Sharjah-Industrial,Suspension Repair,828.94,320.88,508.06,Card,Completed,2024-11,Q4,Thursday
TXN-014913,11/14/2024,11:30,Sharjah-Industrial,Oil Change,175.2,76.38,98.82,Card,Completed,2024-11,Q4,Thursday
TXN-014914,11/15/2024,8:06,Sharjah-Industrial,AC Service,333.75,106.1,227.65,Card,Completed,2024-11,Q4,Friday
TXN-014915,11/15/2024,15:34,Sharjah-Industrial,Oil Change,187.53,77.81,109.72,Card,Completed,2024-11,Q4,Friday
TXN-014916,11/15/2024,18:51,Sharjah-Industrial,Suspension Repair,744.08,296.71,447.37,Cheque,Completed,2024-11,Q4,Friday
TXN-014917,11/15/2024,8:39,Sharjah-Industrial,Oil Change,185.6,69.12,116.48,Card,Completed,2024-11,Q4,Friday
TXN-014918,11/15/2024,9:19,Sharjah-Industrial,Oil Change,175.02,61.19,113.83,Cash,Completed,2024-11,Q4,Friday
TXN-014919,11/15/2024,18:13,Sharjah-Industrial,Detailing,0,0,0,Card,Void,2024-11,Q4,Friday
TXN-014920,11/15/2024,11:25,Sharjah-Industrial,Full Service,677.83,268.2,409.63,Card,Completed,2024-11,Q4,Friday
TXN-014921,11/15/2024,17:23,Sharjah-Industrial,Oil Change,172.31,58.04,114.27,Cash,Completed,2024-11,Q4,Friday
TXN-014922,11/15/2024,16:36,Sharjah-Industrial,Oil Change,190.22,64.04,126.18,Card,Completed,2024-11,Q4,Friday
TXN-014923,11/15/2024,16:42,Sharjah-Industrial,Oil Change,181.03,72.05,108.98,Cash,Completed,2024-11,Q4,Friday
TXN-014924,11/16/2024,11:21,Sharjah-Industrial,Oil Change,177.93,63.59,114.34,Cash,Completed,2024-11,Q4,Saturday
TXN-014925,11/16/2024,16:25,Sharjah-Industrial,Oil Change,0,0,0,Card,Void,2024-11,Q4,Saturday
TXN-014926,11/16/2024,10:05,Sharjah-Industrial,Battery Replacement,312.52,96.81,215.71,Card,Completed,2024-11,Q4,Saturday
TXN-014927,11/16/2024,19:46,Sharjah-Industrial,Wheel Alignment,158.83,67.67,91.16,Card,Completed,2024-11,Q4,Saturday
TXN-014928,11/16/2024,12:34,Sharjah-Industrial,Engine Diagnostics,194.24,58.61,135.63,Cash,Completed,2024-11,Q4,Saturday
TXN-014929,11/17/2024,12:30,Sharjah-Industrial,Detailing,406.14,131.45,274.69,Cash,Completed,2024-11,Q4,Sunday
TXN-014930,11/17/2024,10:34,Sharjah-Industrial,Engine Diagnostics,197.98,72.21,125.77,Cash,Completed,2024-11,Q4,Sunday
TXN-014931,11/17/2024,19:53,Sharjah-Industrial,Brake Service,472.1,170.27,301.83,Cash,Completed,2024-11,Q4,Sunday
TXN-014932,11/17/2024,11:13,Sharjah-Industrial,Engine Overhaul,3292.24,1181.06,2111.18,Card,Completed,2024-11,Q4,Sunday
TXN-014933,11/17/2024,10:31,Sharjah-Industrial,Brake Service,416.03,141.27,274.76,Card,Completed,2024-11,Q4,Sunday
TXN-014934,11/17/2024,10:53,Sharjah-Industrial,Oil Change,173.11,58.2,114.91,Card,Completed,2024-11,Q4,Sunday
TXN-014935,11/17/2024,12:19,Sharjah-Industrial,AC Service,363.65,110.91,252.74,Card,Completed,2024-11,Q4,Sunday
TXN-014936,11/17/2024,19:41,Sharjah-Industrial,Tyre Replacement,929.93,371.31,558.62,Card,Completed,2024-11,Q4,Sunday
TXN-014937,11/18/2024,10:17,Sharjah-Industrial,AC Service,338.57,108.61,229.96,Card,Completed,2024-11,Q4,Monday
TXN-014938,11/18/2024,18:56,Sharjah-Industrial,Wheel Alignment,153.6,68.73,84.87,Cash,Completed,2024-11,Q4,Monday
TXN-014939,11/18/2024,16:41,Sharjah-Industrial,Battery Replacement,333.26,103.69,229.57,Cash,Completed,2024-11,Q4,Monday
TXN-014940,11/18/2024,16:00,Sharjah-Industrial,AC Service,380.99,152.04,228.95,Cash,Completed,2024-11,Q4,Monday
TXN-014941,11/18/2024,15:54,Sharjah-Industrial,Oil Change,177.41,62.36,115.05,Card,Completed,2024-11,Q4,Monday
TXN-014942,11/18/2024,15:09,Sharjah-Industrial,Full Service,795.54,345.02,450.52,Card,Completed,2024-11,Q4,Monday
TXN-014943,11/18/2024,15:27,Sharjah-Industrial,Battery Replacement,314.23,125.17,189.06,Cash,Completed,2024-11,Q4,Monday
TXN-014944,11/18/2024,8:02,Sharjah-Industrial,Oil Change,178.18,60.34,117.84,Card,Completed,2024-11,Q4,Monday
TXN-014945,11/18/2024,16:50,Sharjah-Industrial,AC Service,0,0,0,Cash,Void,2024-11,Q4,Monday
TXN-014946,11/19/2024,16:28,Sharjah-Industrial,Oil Change,166.44,66.07,100.37,Card,Completed,2024-11,Q4,Tuesday
TXN-014947,11/19/2024,19:09,Sharjah-Industrial,Full Service,755.26,312.07,443.19,Card,Completed,2024-11,Q4,Tuesday
TXN-014948,11/19/2024,9:28,Sharjah-Industrial,Wheel Alignment,147.24,59.17,88.07,Card,Completed,2024-11,Q4,Tuesday
TXN-014949,11/19/2024,9:18,Sharjah-Industrial,Detailing,398.91,170.1,228.81,Cash,Completed,2024-11,Q4,Tuesday
TXN-014950,11/19/2024,10:35,Sharjah-Industrial,Tyre Replacement,815.91,338.33,477.58,Card,Completed,2024-11,Q4,Tuesday
TXN-014951,11/19/2024,18:43,Sharjah-Industrial,AC Service,350.43,157.33,193.1,Cash,Completed,2024-11,Q4,Tuesday
TXN-014952,11/19/2024,17:21,Sharjah-Industrial,Tyre Replacement,920.45,403,517.45,Cash,Completed,2024-11,Q4,Tuesday
TXN-014953,11/19/2024,15:01,Sharjah-Industrial,Wheel Alignment,150.97,51.84,99.13,Card,Completed,2024-11,Q4,Tuesday
TXN-014954,11/20/2024,15:56,Sharjah-Industrial,Oil Change,196.63,86.16,110.47,Cash,Completed,2024-11,Q4,Wednesday
TXN-014955,11/20/2024,19:44,Sharjah-Industrial,Oil Change,171.6,74.73,96.87,Card,Completed,2024-11,Q4,Wednesday
TXN-014956,11/20/2024,8:20,Sharjah-Industrial,Brake Service,465.39,192.54,272.85,Cash,Completed,2024-11,Q4,Wednesday
TXN-014957,11/20/2024,17:00,Sharjah-Industrial,Oil Change,171.72,71.98,99.74,Card,Completed,2024-11,Q4,Wednesday
TXN-014958,11/20/2024,18:48,Sharjah-Industrial,Engine Diagnostics,195.92,64.3,131.62,Card,Completed,2024-11,Q4,Wednesday
TXN-014959,11/20/2024,16:46,Sharjah-Industrial,Tyre Replacement,955.74,298.93,656.81,Cash,Completed,2024-11,Q4,Wednesday
TXN-014960,11/20/2024,15:39,Sharjah-Industrial,Full Service,816.76,326.82,489.94,Cash,Completed,2024-11,Q4,Wednesday
TXN-014961,11/20/2024,15:26,Sharjah-Industrial,Detailing,366.19,133.16,233.03,Card,Completed,2024-11,Q4,Wednesday
TXN-014962,11/20/2024,11:22,Sharjah-Industrial,Full Service,701.87,240.85,461.02,Card,Completed,2024-11,Q4,Wednesday
TXN-014963,11/21/2024,9:36,Sharjah-Industrial,Oil Change,0,0,0,Cash,Void,2024-11,Q4,Thursday
TXN-014964,11/21/2024,9:13,Sharjah-Industrial,Full Service,694.86,210.54,484.32,Cash,Completed,2024-11,Q4,Thursday
TXN-014965,11/21/2024,17:45,Sharjah-Industrial,AC Service,374.78,150.81,223.97,Cash,Completed,2024-11,Q4,Thursday
TXN-014966,11/21/2024,8:18,Sharjah-Industrial,Suspension Repair,855.22,320.44,534.78,Cash,Completed,2024-11,Q4,Thursday
TXN-014967,11/21/2024,9:32,Sharjah-Industrial,AC Service,375.28,135.6,239.68,Card,Completed,2024-11,Q4,Thursday
TXN-014968,11/21/2024,16:37,Sharjah-Industrial,Brake Service,447.71,157.74,289.97,Card,Completed,2024-11,Q4,Thursday
TXN-014969,11/21/2024,16:24,Sharjah-Industrial,Wheel Alignment,147,51.94,95.06,Cash,Completed,2024-11,Q4,Thursday
TXN-014970,11/21/2024,9:03,Sharjah-Industrial,Oil Change,178.66,61.27,117.39,Cash,Completed,2024-11,Q4,Thursday
TXN-014971,11/22/2024,9:29,Sharjah-Industrial,Battery Replacement,342.14,153.94,188.2,Cheque,Completed,2024-11,Q4,Friday
TXN-014972,11/22/2024,10:49,Sharjah-Industrial,Engine Overhaul,3843.66,1687.81,2155.85,Cash,Completed,2024-11,Q4,Friday
TXN-014973,11/22/2024,12:08,Sharjah-Industrial,Oil Change,182.46,78.82,103.64,Card,Completed,2024-11,Q4,Friday
TXN-014974,11/22/2024,9:50,Sharjah-Industrial,AC Service,335.04,114.77,220.27,Card,Completed,2024-11,Q4,Friday
TXN-014975,11/22/2024,9:48,Sharjah-Industrial,Engine Overhaul,3200.27,1400.3,1799.97,Card,Completed,2024-11,Q4,Friday
TXN-014976,11/22/2024,13:27,Sharjah-Industrial,Detailing,415.25,128.33,286.92,Cash,Completed,2024-11,Q4,Friday
TXN-014977,11/22/2024,15:03,Sharjah-Industrial,Engine Diagnostics,218.9,74.47,144.43,Cheque,Completed,2024-11,Q4,Friday
TXN-014978,11/23/2024,16:56,Sharjah-Industrial,Full Service,795.15,310.3,484.85,Cash,Completed,2024-11,Q4,Saturday
TXN-014979,11/23/2024,8:04,Sharjah-Industrial,Suspension Repair,727.79,305.25,422.54,Card,Completed,2024-11,Q4,Saturday
TXN-014980,11/23/2024,12:59,Sharjah-Industrial,Detailing,376.81,140.73,236.08,Cash,Completed,2024-11,Q4,Saturday
TXN-014981,11/23/2024,12:56,Sharjah-Industrial,Wheel Alignment,153.15,47.85,105.3,Card,Completed,2024-11,Q4,Saturday
TXN-014982,11/23/2024,17:37,Sharjah-Industrial,Oil Change,188.51,72.46,116.05,Cheque,Completed,2024-11,Q4,Saturday
TXN-014983,11/23/2024,9:11,Sharjah-Industrial,Oil Change,190.68,58.01,132.67,Card,Completed,2024-11,Q4,Saturday
TXN-014984,11/23/2024,18:14,Sharjah-Industrial,Oil Change,186.23,79.72,106.51,Card,Completed,2024-11,Q4,Saturday
TXN-014985,11/23/2024,8:20,Sharjah-Industrial,Oil Change,190.35,61.86,128.49,Cash,Completed,2024-11,Q4,Saturday
TXN-014986,11/24/2024,13:57,Sharjah-Industrial,Engine Diagnostics,213.41,83.14,130.27,Cash,Completed,2024-11,Q4,Sunday
TXN-014987,11/24/2024,8:32,Sharjah-Industrial,Full Service,738.7,321.47,417.23,Cash,Completed,2024-11,Q4,Sunday
TXN-014988,11/24/2024,9:33,Sharjah-Industrial,Brake Service,489.42,174.29,315.13,Cheque,Completed,2024-11,Q4,Sunday
TXN-014989,11/24/2024,18:35,Sharjah-Industrial,Oil Change,169.82,57.56,112.26,Cheque,Completed,2024-11,Q4,Sunday
TXN-014990,11/24/2024,11:50,Sharjah-Industrial,Oil Change,189.2,72.74,116.46,Card,Completed,2024-11,Q4,Sunday
TXN-014991,11/24/2024,10:51,Sharjah-Industrial,Full Service,726.53,285.02,441.51,Cash,Completed,2024-11,Q4,Sunday
TXN-014992,11/24/2024,13:54,Sharjah-Industrial,Engine Diagnostics,219.38,75.71,143.67,Cheque,Completed,2024-11,Q4,Sunday
TXN-014993,11/24/2024,12:11,Sharjah-Industrial,Full Service,689.1,238.97,450.13,Card,Completed,2024-11,Q4,Sunday
TXN-014994,11/24/2024,19:25,Sharjah-Industrial,Battery Replacement,290.74,118.37,172.37,Cash,Completed,2024-11,Q4,Sunday
TXN-014995,11/25/2024,16:49,Sharjah-Industrial,Battery Replacement,330.84,126.43,204.41,Cash,Completed,2024-11,Q4,Monday
TXN-014996,11/25/2024,13:23,Sharjah-Industrial,Oil Change,177.12,70.1,107.02,Cash,Completed,2024-11,Q4,Monday
TXN-014997,11/25/2024,9:59,Sharjah-Industrial,AC Service,331.15,136.64,194.51,Cash,Completed,2024-11,Q4,Monday
TXN-014998,11/25/2024,8:54,Sharjah-Industrial,Battery Replacement,332.65,113.62,219.03,Card,Completed,2024-11,Q4,Monday
TXN-014999,11/25/2024,15:34,Sharjah-Industrial,AC Service,379.87,133.98,245.89,Cash,Completed,2024-11,Q4,Monday
TXN-015000,11/25/2024,11:24,Sharjah-Industrial,Wheel Alignment,158.68,71.26,87.42,Cash,Completed,2024-11,Q4,Monday
TXN-015001,11/26/2024,17:16,Sharjah-Industrial,AC Service,315.07,101.09,213.98,Card,Completed,2024-11,Q4,Tuesday
TXN-015002,11/26/2024,9:33,Sharjah-Industrial,Suspension Repair,878.94,377.31,501.63,Cash,Completed,2024-11,Q4,Tuesday
TXN-015003,11/26/2024,16:47,Sharjah-Industrial,Oil Change,191.71,66.99,124.72,Card,Completed,2024-11,Q4,Tuesday
TXN-015004,11/26/2024,17:45,Sharjah-Industrial,Battery Replacement,325,103.34,221.66,Cheque,Completed,2024-11,Q4,Tuesday
TXN-015005,11/26/2024,16:00,Sharjah-Industrial,Engine Overhaul,3315.28,1186.07,2129.21,Cash,Completed,2024-11,Q4,Tuesday
TXN-015006,11/26/2024,15:21,Sharjah-Industrial,Brake Service,427.63,169.29,258.34,Card,Completed,2024-11,Q4,Tuesday
TXN-015007,11/26/2024,17:03,Sharjah-Industrial,Brake Service,442.53,187.29,255.24,Card,Completed,2024-11,Q4,Tuesday
TXN-015008,11/26/2024,15:29,Sharjah-Industrial,Full Service,732.63,228.02,504.61,Cash,Completed,2024-11,Q4,Tuesday
TXN-015009,11/27/2024,8:21,Sharjah-Industrial,Oil Change,188.85,77.55,111.3,Card,Completed,2024-11,Q4,Wednesday
TXN-015010,11/27/2024,19:07,Sharjah-Industrial,Oil Change,173.73,67.92,105.81,Cheque,Completed,2024-11,Q4,Wednesday
TXN-015011,11/27/2024,8:46,Sharjah-Industrial,Wheel Alignment,150.82,46.42,104.4,Card,Completed,2024-11,Q4,Wednesday
TXN-015012,11/27/2024,8:32,Sharjah-Industrial,Full Service,742.21,276.29,465.92,Cheque,Completed,2024-11,Q4,Wednesday
TXN-015013,11/27/2024,18:43,Sharjah-Industrial,Suspension Repair,764.18,250.65,513.53,Card,Completed,2024-11,Q4,Wednesday
TXN-015014,11/27/2024,11:13,Sharjah-Industrial,Battery Replacement,340.26,137.59,202.67,Card,Completed,2024-11,Q4,Wednesday
TXN-015015,11/27/2024,16:20,Sharjah-Industrial,Detailing,377.44,160.8,216.64,Cash,Completed,2024-11,Q4,Wednesday
TXN-015016,11/27/2024,17:22,Sharjah-Industrial,Oil Change,188.99,71.44,117.55,Card,Completed,2024-11,Q4,Wednesday
TXN-015017,11/27/2024,13:11,Sharjah-Industrial,Engine Diagnostics,193.09,65.22,127.87,Card,Completed,2024-11,Q4,Wednesday
TXN-015018,11/28/2024,14:14,Sharjah-Industrial,Tyre Replacement,933.04,301.82,631.22,Cash,Completed,2024-11,Q4,Thursday
TXN-015019,11/28/2024,10:20,Sharjah-Industrial,Tyre Replacement,892.07,277.75,614.32,Cheque,Completed,2024-11,Q4,Thursday
TXN-015020,11/28/2024,14:29,Sharjah-Industrial,Suspension Repair,873.24,288.19,585.05,Card,Completed,2024-11,Q4,Thursday
TXN-015021,11/28/2024,12:25,Sharjah-Industrial,Oil Change,0,0,0,Card,Void,2024-11,Q4,Thursday
TXN-015022,11/28/2024,10:00,Sharjah-Industrial,AC Service,322.31,123.68,198.63,Cash,Completed,2024-11,Q4,Thursday
TXN-015023,11/28/2024,15:44,Sharjah-Industrial,Full Service,807.26,301.85,505.41,Cash,Completed,2024-11,Q4,Thursday
TXN-015024,11/28/2024,10:12,Sharjah-Industrial,Detailing,0,0,0,Cheque,Void,2024-11,Q4,Thursday
TXN-015025,11/29/2024,14:24,Sharjah-Industrial,Oil Change,162.59,57.15,105.44,Card,Completed,2024-11,Q4,Friday
TXN-015026,11/29/2024,15:31,Sharjah-Industrial,AC Service,364.87,163.56,201.31,Cash,Completed,2024-11,Q4,Friday
TXN-015027,11/29/2024,19:40,Sharjah-Industrial,Oil Change,179.13,76.98,102.15,Card,Completed,2024-11,Q4,Friday
TXN-015028,11/29/2024,9:33,Sharjah-Industrial,AC Service,372.99,132.59,240.4,Cash,Completed,2024-11,Q4,Friday
TXN-015029,11/29/2024,16:53,Sharjah-Industrial,Tyre Replacement,924.58,361.4,563.18,Card,Completed,2024-11,Q4,Friday
TXN-015030,11/30/2024,10:17,Sharjah-Industrial,Oil Change,186.27,58.83,127.44,Card,Completed,2024-11,Q4,Saturday
TXN-015031,11/30/2024,8:49,Sharjah-Industrial,Oil Change,175.13,68.01,107.12,Cash,Completed,2024-11,Q4,Saturday
TXN-015032,11/30/2024,19:07,Sharjah-Industrial,Engine Diagnostics,187.14,69.55,117.59,Cash,Completed,2024-11,Q4,Saturday
TXN-015033,11/30/2024,8:36,Sharjah-Industrial,Oil Change,196.73,62.79,133.94,Cash,Completed,2024-11,Q4,Saturday
TXN-015034,11/30/2024,12:37,Sharjah-Industrial,Full Service,816.28,255.16,561.12,Cash,Completed,2024-11,Q4,Saturday
TXN-015035,11/30/2024,10:02,Sharjah-Industrial,Wheel Alignment,155.81,54.88,100.93,Cash,Completed,2024-11,Q4,Saturday
TXN-015036,11/30/2024,8:38,Sharjah-Industrial,Full Service,745.51,268.43,477.08,Cash,Completed,2024-11,Q4,Saturday
TXN-015037,11/30/2024,10:27,Sharjah-Industrial,Tyre Replacement,0,0,0,Card,Void,2024-11,Q4,Saturday
TXN-015038,11/30/2024,16:07,Sharjah-Industrial,Engine Diagnostics,199.38,63.26,136.12,Card,Completed,2024-11,Q4,Saturday
TXN-015039,12/1/2024,9:35,Sharjah-Industrial,Full Service,739.7,281.89,457.81,Cheque,Completed,2024-12,Q4,Sunday
TXN-015040,12/1/2024,13:16,Sharjah-Industrial,Battery Replacement,336.02,101.87,234.15,Card,Completed,2024-12,Q4,Sunday
TXN-015041,12/1/2024,10:40,Sharjah-Industrial,Brake Service,456.57,188.45,268.12,Cash,Completed,2024-12,Q4,Sunday
TXN-015042,12/1/2024,9:56,Sharjah-Industrial,Oil Change,192.47,69.15,123.32,Card,Completed,2024-12,Q4,Sunday
TXN-015043,12/1/2024,17:11,Sharjah-Industrial,Oil Change,178.3,72.48,105.82,Cash,Completed,2024-12,Q4,Sunday
TXN-015044,12/1/2024,12:39,Sharjah-Industrial,Tyre Replacement,920.41,316.81,603.6,Cash,Completed,2024-12,Q4,Sunday
TXN-015045,12/1/2024,14:43,Sharjah-Industrial,Tyre Replacement,865.3,288.22,577.08,Card,Completed,2024-12,Q4,Sunday
TXN-015046,12/2/2024,18:52,Sharjah-Industrial,Full Service,677.07,211.44,465.63,Card,Completed,2024-12,Q4,Monday
TXN-015047,12/2/2024,8:22,Sharjah-Industrial,Wheel Alignment,138.88,61.08,77.8,Cheque,Completed,2024-12,Q4,Monday
TXN-015048,12/2/2024,10:34,Sharjah-Industrial,Brake Service,494.77,193.59,301.18,Card,Completed,2024-12,Q4,Monday
TXN-015049,12/2/2024,16:14,Sharjah-Industrial,Oil Change,182.24,77.59,104.65,Card,Completed,2024-12,Q4,Monday
TXN-015050,12/2/2024,9:45,Sharjah-Industrial,AC Service,315.74,138.87,176.87,Cash,Completed,2024-12,Q4,Monday
TXN-015051,12/2/2024,9:43,Sharjah-Industrial,AC Service,380.93,114.29,266.64,Card,Completed,2024-12,Q4,Monday
TXN-015052,12/2/2024,16:39,Sharjah-Industrial,Brake Service,413.85,127.45,286.4,Card,Completed,2024-12,Q4,Monday
TXN-015053,12/2/2024,14:23,Sharjah-Industrial,Tyre Replacement,898.18,313.87,584.31,Card,Completed,2024-12,Q4,Monday
TXN-015054,12/2/2024,10:44,Sharjah-Industrial,AC Service,378.46,145.13,233.33,Cash,Completed,2024-12,Q4,Monday
TXN-015055,12/2/2024,9:50,Sharjah-Industrial,Oil Change,183.57,69.09,114.48,Cheque,Completed,2024-12,Q4,Monday
TXN-015056,12/2/2024,15:46,Sharjah-Industrial,Battery Replacement,342.68,141.39,201.29,Card,Completed,2024-12,Q4,Monday
TXN-015057,12/3/2024,14:44,Sharjah-Industrial,Detailing,398.27,175.57,222.7,Card,Completed,2024-12,Q4,Tuesday
TXN-015058,12/3/2024,9:06,Sharjah-Industrial,Detailing,361.55,116.43,245.12,Cash,Completed,2024-12,Q4,Tuesday
TXN-015059,12/3/2024,13:56,Sharjah-Industrial,Oil Change,182.33,78.91,103.42,Card,Completed,2024-12,Q4,Tuesday
TXN-015060,12/3/2024,9:00,Sharjah-Industrial,Tyre Replacement,818.85,363.05,455.8,Cash,Completed,2024-12,Q4,Tuesday
TXN-015061,12/3/2024,11:13,Sharjah-Industrial,Suspension Repair,722.46,314.83,407.63,Cash,Completed,2024-12,Q4,Tuesday
TXN-015062,12/3/2024,8:51,Sharjah-Industrial,AC Service,326.74,117.42,209.32,Cash,Completed,2024-12,Q4,Tuesday
TXN-015063,12/3/2024,9:50,Sharjah-Industrial,Tyre Replacement,836.23,357.96,478.27,Cash,Completed,2024-12,Q4,Tuesday
TXN-015064,12/3/2024,12:22,Sharjah-Industrial,Engine Diagnostics,192.42,79.77,112.65,Card,Completed,2024-12,Q4,Tuesday
TXN-015065,12/3/2024,9:02,Sharjah-Industrial,AC Service,367.86,129.62,238.24,Card,Completed,2024-12,Q4,Tuesday
TXN-015066,12/3/2024,18:35,Sharjah-Industrial,Battery Replacement,338.79,133.37,205.42,Cash,Completed,2024-12,Q4,Tuesday
TXN-015067,12/3/2024,12:39,Sharjah-Industrial,Oil Change,192.78,79.23,113.55,Cash,Completed,2024-12,Q4,Tuesday
TXN-015068,12/3/2024,9:04,Sharjah-Industrial,Wheel Alignment,136.3,51.78,84.52,Cheque,Completed,2024-12,Q4,Tuesday
TXN-015069,12/4/2024,17:05,Sharjah-Industrial,Suspension Repair,0,0,0,Cash,Void,2024-12,Q4,Wednesday
TXN-015070,12/4/2024,19:19,Sharjah-Industrial,Oil Change,178.23,62.66,115.57,Cash,Completed,2024-12,Q4,Wednesday
TXN-015071,12/4/2024,12:18,Sharjah-Industrial,Oil Change,184.32,63.48,120.84,Cash,Completed,2024-12,Q4,Wednesday
TXN-015072,12/4/2024,13:45,Sharjah-Industrial,Suspension Repair,794.59,352.45,442.14,Cash,Completed,2024-12,Q4,Wednesday
TXN-015073,12/4/2024,13:28,Sharjah-Industrial,Oil Change,183.86,72.02,111.84,Card,Completed,2024-12,Q4,Wednesday
TXN-015074,12/4/2024,10:32,Sharjah-Industrial,Engine Diagnostics,207.42,73.29,134.13,Cheque,Completed,2024-12,Q4,Wednesday
TXN-015075,12/4/2024,9:44,Sharjah-Industrial,AC Service,368.25,113.97,254.28,Card,Completed,2024-12,Q4,Wednesday
TXN-015076,12/4/2024,14:37,Sharjah-Industrial,Full Service,799.39,295.19,504.2,Cash,Completed,2024-12,Q4,Wednesday
TXN-015077,12/4/2024,12:04,Sharjah-Industrial,Wheel Alignment,147.54,46.46,101.08,Cash,Completed,2024-12,Q4,Wednesday
TXN-015078,12/4/2024,10:12,Sharjah-Industrial,Oil Change,162.95,67.46,95.49,Cash,Completed,2024-12,Q4,Wednesday
TXN-015079,12/4/2024,17:47,Sharjah-Industrial,Brake Service,471.11,173.82,297.29,Cash,Completed,2024-12,Q4,Wednesday
TXN-015080,12/5/2024,13:25,Sharjah-Industrial,Engine Diagnostics,207.33,88.39,118.94,Card,Completed,2024-12,Q4,Thursday
TXN-015081,12/5/2024,15:54,Sharjah-Industrial,Brake Service,452.78,152.42,300.36,Card,Completed,2024-12,Q4,Thursday
