transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week,is_void,revenue_aed
TXN-010977,2024-10-01,14:37,Abu Dhabi-Mussafah,Full Service,701.32,295.35,405.97,Card,Completed,2024-10,Q4,Tuesday,False,701.32
TXN-010978,2024-10-01,14:01,Abu Dhabi-Mussafah,AC Service,325.42,116.71,208.71,Card,Completed,2024-10,Q4,Tuesday,False,325.42
TXN-010979,2024-10-01,08:07,Abu Dhabi-Mussafah,Oil Change,194.38,79.7,114.68,Corporate Account,Completed,2024-10,Q4,Tuesday,False,194.38
TXN-010980,2024-10-01,11:14,Abu Dhabi-Mussafah,Oil Change,193.77,83.42,110.35,Card,Completed,2024-10,Q4,Tuesday,False,193.77
TXN-010981,2024-10-01,15:45,Abu Dhabi-Mussafah,Full Service,717.53,299.35,418.18,Card,Completed,2024-10,Q4,Tuesday,False,717.53
TXN-010982,2024-10-01,14:46,Abu Dhabi-Mussafah,AC Service,364.11,140.48,223.63,Card,Completed,2024-10,Q4,Tuesday,False,364.11
TXN-010983,2024-10-01,10:12,Abu Dhabi-Mussafah,Wheel Alignment,148.78,56.51,92.27,Cash,Completed,2024-10,Q4,Tuesday,False,148.78
TXN-010984,2024-10-01,13:40,Abu Dhabi-Mussafah,Suspension Repair,866.11,331.09,535.02,Card,Completed,2024-10,Q4,Tuesday,False,866.11
TXN-010985,2024-10-01,18:12,Abu Dhabi-Mussafah,Wheel Alignment,158.75,68.13,90.62,Card,Completed,2024-10,Q4,Tuesday,False,158.75
TXN-010986,2024-10-01,12:52,Abu Dhabi-Mussafah,AC Service,325.08,135.95,189.13,Cash,Completed,2024-10,Q4,Tuesday,False,325.08
TXN-010987,2024-10-01,17:49,Abu Dhabi-Mussafah,Oil Change,174.92,56.78,118.14,Card,Completed,2024-10,Q4,Tuesday,False,174.92
TXN-010988,2024-10-01,12:41,Abu Dhabi-Mussafah,Wheel Alignment,145.6,58.63,86.97,Cash,Completed,2024-10,Q4,Tuesday,False,145.6
TXN-010989,2024-10-02,10:47,Abu Dhabi-Mussafah,Tyre Replacement,946.68,322.1,624.58,Card,Completed,2024-10,Q4,Wednesday,False,946.68
TXN-010990,2024-10-02,10:37,Abu Dhabi-Mussafah,AC Service,384.17,156.44,227.73,Cash,Completed,2024-10,Q4,Wednesday,False,384.17
TXN-010991,2024-10-02,10:15,Abu Dhabi-Mussafah,Oil Change,185.8,57.99,127.81,Card,Completed,2024-10,Q4,Wednesday,False,185.8
TXN-010992,2024-10-02,19:30,Abu Dhabi-Mussafah,Engine Diagnostics,210.04,70.78,139.26,Cash,Completed,2024-10,Q4,Wednesday,False,210.04
TXN-010993,2024-10-02,17:46,Abu Dhabi-Mussafah,Oil Change,183.04,76.22,106.82,Card,Completed,2024-10,Q4,Wednesday,False,183.04
TXN-010994,2024-10-02,15:38,Abu Dhabi-Mussafah,AC Service,357.31,149.99,207.32,Card,Completed,2024-10,Q4,Wednesday,False,357.31
TXN-010995,2024-10-02,13:39,Abu Dhabi-Mussafah,Oil Change,178.56,79.66,98.9,Cash,Completed,2024-10,Q4,Wednesday,False,178.56
TXN-010996,2024-10-02,19:08,Abu Dhabi-Mussafah,Battery Replacement,334.59,141.96,192.63,Card,Completed,2024-10,Q4,Wednesday,False,334.59
TXN-010997,2024-10-02,19:18,Abu Dhabi-Mussafah,Oil Change,182.18,57.53,124.65,Corporate Account,Completed,2024-10,Q4,Wednesday,False,182.18
TXN-010998,2024-10-02,18:10,Abu Dhabi-Mussafah,Tyre Replacement,910.96,280.32,630.64,Corporate Account,Completed,2024-10,Q4,Wednesday,False,910.96
TXN-010999,2024-10-02,11:01,Abu Dhabi-Mussafah,Oil Change,0.0,0.0,0.0,Card,Void,2024-10,Q4,Wednesday,True,0.0
TXN-011000,2024-10-02,14:11,Abu Dhabi-Mussafah,Oil Change,162.23,59.53,102.7,Cash,Completed,2024-10,Q4,Wednesday,False,162.23
TXN-011001,2024-10-02,08:30,Abu Dhabi-Mussafah,Wheel Alignment,138.95,48.94,90.01,Card,Completed,2024-10,Q4,Wednesday,False,138.95
TXN-011002,2024-10-02,11:03,Abu Dhabi-Mussafah,Brake Service,477.92,189.41,288.51,Card,Completed,2024-10,Q4,Wednesday,False,477.92
TXN-011003,2024-10-02,16:32,Abu Dhabi-Mussafah,AC Service,342.91,121.07,221.84,Card,Completed,2024-10,Q4,Wednesday,False,342.91
TXN-011004,2024-10-02,08:51,Abu Dhabi-Mussafah,Oil Change,178.28,56.11,122.17,Cash,Completed,2024-10,Q4,Wednesday,False,178.28
TXN-011005,2024-10-02,09:40,Abu Dhabi-Mussafah,AC Service,321.51,105.8,215.71,Card,Completed,2024-10,Q4,Wednesday,False,321.51
TXN-011006,2024-10-03,10:47,Abu Dhabi-Mussafah,Wheel Alignment,161.3,57.47,103.83,Cash,Completed,2024-10,Q4,Thursday,False,161.3
TXN-011007,2024-10-03,14:49,Abu Dhabi-Mussafah,AC Service,365.34,112.24,253.1,Card,Completed,2024-10,Q4,Thursday,False,365.34
TXN-011008,2024-10-03,16:50,Abu Dhabi-Mussafah,Oil Change,184.3,74.07,110.23,Cash,Completed,2024-10,Q4,Thursday,False,184.3
TXN-011009,2024-10-03,16:00,Abu Dhabi-Mussafah,Tyre Replacement,856.19,327.27,528.92,Card,Completed,2024-10,Q4,Thursday,False,856.19
TXN-011010,2024-10-03,16:47,Abu Dhabi-Mussafah,Oil Change,193.49,62.54,130.95,Corporate Account,Completed,2024-10,Q4,Thursday,False,193.49
TXN-011011,2024-10-03,10:27,Abu Dhabi-Mussafah,AC Service,339.44,136.29,203.15,Card,Completed,2024-10,Q4,Thursday,False,339.44
TXN-011012,2024-10-03,14:18,Abu Dhabi-Mussafah,Engine Diagnostics,193.97,86.85,107.12,Card,Completed,2024-10,Q4,Thursday,False,193.97
TXN-011013,2024-10-03,18:08,Abu Dhabi-Mussafah,Battery Replacement,317.87,126.83,191.04,Cash,Completed,2024-10,Q4,Thursday,False,317.87
TXN-011014,2024-10-03,08:26,Abu Dhabi-Mussafah,Full Service,812.66,247.35,565.31,Cash,Completed,2024-10,Q4,Thursday,False,812.66
TXN-011015,2024-10-03,15:15,Abu Dhabi-Mussafah,Battery Replacement,304.69,97.33,207.36,Cash,Completed,2024-10,Q4,Thursday,False,304.69
TXN-011016,2024-10-03,15:50,Abu Dhabi-Mussafah,Tyre Replacement,854.1,348.79,505.31,Card,Completed,2024-10,Q4,Thursday,False,854.1
TXN-011017,2024-10-03,11:16,Abu Dhabi-Mussafah,Full Service,783.68,328.89,454.79,Cash,Completed,2024-10,Q4,Thursday,False,783.68
TXN-011018,2024-10-03,09:15,Abu Dhabi-Mussafah,Oil Change,177.4,69.93,107.47,Corporate Account,Completed,2024-10,Q4,Thursday,False,177.4
TXN-011019,2024-10-03,09:41,Abu Dhabi-Mussafah,AC Service,356.85,159.63,197.22,Card,Completed,2024-10,Q4,Thursday,False,356.85
TXN-011020,2024-10-03,18:36,Abu Dhabi-Mussafah,AC Service,344.68,149.51,195.17,Cash,Completed,2024-10,Q4,Thursday,False,344.68
TXN-011021,2024-10-03,11:51,Abu Dhabi-Mussafah,Wheel Alignment,145.89,47.58,98.31,Card,Completed,2024-10,Q4,Thursday,False,145.89
TXN-011022,2024-10-03,11:10,Abu Dhabi-Mussafah,Oil Change,166.64,67.02,99.62,Corporate Account,Completed,2024-10,Q4,Thursday,False,166.64
TXN-011023,2024-10-04,19:22,Abu Dhabi-Mussafah,Full Service,740.03,235.88,504.15,Cash,Completed,2024-10,Q4,Friday,False,740.03
TXN-011024,2024-10-04,14:59,Abu Dhabi-Mussafah,Suspension Repair,836.1,326.58,509.52,Cash,Completed,2024-10,Q4,Friday,False,836.1
TXN-011025,2024-10-04,16:15,Abu Dhabi-Mussafah,Oil Change,177.79,76.75,101.04,Card,Completed,2024-10,Q4,Friday,False,177.79
TXN-011026,2024-10-04,10:57,Abu Dhabi-Mussafah,Wheel Alignment,153.8,55.59,98.21,Cash,Completed,2024-10,Q4,Friday,False,153.8
TXN-011027,2024-10-04,09:32,Abu Dhabi-Mussafah,Wheel Alignment,157.39,70.76,86.63,Cash,Completed,2024-10,Q4,Friday,False,157.39
TXN-011028,2024-10-04,09:40,Abu Dhabi-Mussafah,AC Service,379.21,129.5,249.71,Cash,Completed,2024-10,Q4,Friday,False,379.21
TXN-011029,2024-10-05,10:32,Abu Dhabi-Mussafah,AC Service,349.31,131.6,217.71,Card,Completed,2024-10,Q4,Saturday,False,349.31
TXN-011030,2024-10-05,16:26,Abu Dhabi-Mussafah,Oil Change,177.54,69.62,107.92,Corporate Account,Completed,2024-10,Q4,Saturday,False,177.54
TXN-011031,2024-10-05,15:17,Abu Dhabi-Mussafah,Wheel Alignment,152.34,60.94,91.4,Card,Completed,2024-10,Q4,Saturday,False,152.34
TXN-011032,2024-10-05,10:24,Abu Dhabi-Mussafah,Engine Overhaul,3424.96,1174.27,2250.69,Card,Completed,2024-10,Q4,Saturday,False,3424.96
TXN-011033,2024-10-05,08:30,Abu Dhabi-Mussafah,Oil Change,194.47,84.88,109.59,Card,Completed,2024-10,Q4,Saturday,False,194.47
TXN-011034,2024-10-05,08:56,Abu Dhabi-Mussafah,Full Service,726.33,256.91,469.42,Corporate Account,Completed,2024-10,Q4,Saturday,False,726.33
TXN-011035,2024-10-06,17:18,Abu Dhabi-Mussafah,AC Service,372.91,142.25,230.66,Card,Completed,2024-10,Q4,Sunday,False,372.91
TXN-011036,2024-10-06,09:03,Abu Dhabi-Mussafah,Full Service,790.09,322.61,467.48,Cash,Completed,2024-10,Q4,Sunday,False,790.09
TXN-011037,2024-10-06,15:47,Abu Dhabi-Mussafah,Tyre Replacement,969.81,402.17,567.64,Corporate Account,Completed,2024-10,Q4,Sunday,False,969.81
TXN-011038,2024-10-06,14:09,Abu Dhabi-Mussafah,Oil Change,177.82,77.32,100.5,Card,Completed,2024-10,Q4,Sunday,False,177.82
TXN-011039,2024-10-06,13:17,Abu Dhabi-Mussafah,AC Service,339.72,113.29,226.43,Card,Completed,2024-10,Q4,Sunday,False,339.72
TXN-011040,2024-10-06,15:10,Abu Dhabi-Mussafah,Battery Replacement,289.47,108.61,180.86,Cash,Completed,2024-10,Q4,Sunday,False,289.47
TXN-011041,2024-10-06,17:24,Abu Dhabi-Mussafah,Wheel Alignment,139.08,57.09,81.99,Cash,Completed,2024-10,Q4,Sunday,False,139.08
TXN-011042,2024-10-06,12:11,Abu Dhabi-Mussafah,Oil Change,191.73,83.11,108.62,Cash,Completed,2024-10,Q4,Sunday,False,191.73
TXN-011043,2024-10-06,11:00,Abu Dhabi-Mussafah,AC Service,316.1,120.16,195.94,Cash,Completed,2024-10,Q4,Sunday,False,316.1
TXN-011044,2024-10-06,11:03,Abu Dhabi-Mussafah,Detailing,392.41,118.72,273.69,Card,Completed,2024-10,Q4,Sunday,False,392.41
TXN-011045,2024-10-06,17:09,Abu Dhabi-Mussafah,Engine Diagnostics,190.72,61.57,129.15,Cash,Completed,2024-10,Q4,Sunday,False,190.72
TXN-011046,2024-10-06,17:25,Abu Dhabi-Mussafah,Oil Change,188.34,76.15,112.19,Card,Completed,2024-10,Q4,Sunday,False,188.34
TXN-011047,2024-10-06,16:09,Abu Dhabi-Mussafah,Oil Change,167.23,50.36,116.87,Cash,Completed,2024-10,Q4,Sunday,False,167.23
TXN-011048,2024-10-06,16:13,Abu Dhabi-Mussafah,Wheel Alignment,142.38,58.36,84.02,Cash,Completed,2024-10,Q4,Sunday,False,142.38
TXN-011049,2024-10-06,16:17,Abu Dhabi-Mussafah,Oil Change,169.02,69.31,99.71,Card,Completed,2024-10,Q4,Sunday,False,169.02
TXN-011050,2024-10-06,08:11,Abu Dhabi-Mussafah,Tyre Replacement,842.65,269.86,572.79,Corporate Account,Completed,2024-10,Q4,Sunday,False,842.65
TXN-011051,2024-10-06,11:12,Abu Dhabi-Mussafah,Brake Service,489.18,161.6,327.58,Card,Completed,2024-10,Q4,Sunday,False,489.18
TXN-011052,2024-10-06,09:35,Abu Dhabi-Mussafah,Detailing,406.76,166.12,240.64,Card,Completed,2024-10,Q4,Sunday,False,406.76
TXN-011053,2024-10-06,10:11,Abu Dhabi-Mussafah,Brake Service,491.12,172.04,319.08,Corporate Account,Completed,2024-10,Q4,Sunday,False,491.12
TXN-011054,2024-10-06,10:47,Abu Dhabi-Mussafah,Tyre Replacement,918.34,410.03,508.31,Card,Completed,2024-10,Q4,Sunday,False,918.34
TXN-011055,2024-10-06,15:25,Abu Dhabi-Mussafah,Suspension Repair,747.77,234.44,513.33,Card,Completed,2024-10,Q4,Sunday,False,747.77
TXN-011056,2024-10-07,19:07,Abu Dhabi-Mussafah,Engine Diagnostics,219.87,83.49,136.38,Cash,Completed,2024-10,Q4,Monday,False,219.87
TXN-011057,2024-10-07,08:48,Abu Dhabi-Mussafah,Full Service,689.36,305.35,384.01,Cash,Completed,2024-10,Q4,Monday,False,689.36
TXN-011058,2024-10-07,15:26,Abu Dhabi-Mussafah,Suspension Repair,789.93,343.75,446.18,Cash,Completed,2024-10,Q4,Monday,False,789.93
TXN-011059,2024-10-07,10:06,Abu Dhabi-Mussafah,Detailing,405.2,169.91,235.29,Corporate Account,Completed,2024-10,Q4,Monday,False,405.2
TXN-011060,2024-10-07,08:32,Abu Dhabi-Mussafah,Oil Change,187.8,80.43,107.37,Card,Completed,2024-10,Q4,Monday,False,187.8
TXN-011061,2024-10-07,14:27,Abu Dhabi-Mussafah,Brake Service,456.2,140.99,315.21,Cash,Completed,2024-10,Q4,Monday,False,456.2
TXN-011062,2024-10-07,14:42,Abu Dhabi-Mussafah,Detailing,413.5,144.77,268.73,Cash,Completed,2024-10,Q4,Monday,False,413.5
TXN-011063,2024-10-07,12:05,Abu Dhabi-Mussafah,Oil Change,193.23,68.47,124.76,Card,Completed,2024-10,Q4,Monday,False,193.23
TXN-011064,2024-10-07,08:57,Abu Dhabi-Mussafah,Brake Service,407.5,143.66,263.84,Card,Completed,2024-10,Q4,Monday,False,407.5
TXN-011065,2024-10-07,08:33,Abu Dhabi-Mussafah,Tyre Replacement,819.56,304.22,515.34,Corporate Account,Completed,2024-10,Q4,Monday,False,819.56
TXN-011066,2024-10-07,16:14,Abu Dhabi-Mussafah,Suspension Repair,783.94,282.45,501.49,Card,Completed,2024-10,Q4,Monday,False,783.94
TXN-011067,2024-10-07,10:41,Abu Dhabi-Mussafah,Full Service,776.17,253.16,523.01,Card,Completed,2024-10,Q4,Monday,False,776.17
TXN-011068,2024-10-07,09:20,Abu Dhabi-Mussafah,Brake Service,477.94,180.49,297.45,Cash,Completed,2024-10,Q4,Monday,False,477.94
TXN-011069,2024-10-07,19:15,Abu Dhabi-Mussafah,Wheel Alignment,163.85,62.71,101.14,Card,Completed,2024-10,Q4,Monday,False,163.85
TXN-011070,2024-10-07,10:32,Abu Dhabi-Mussafah,Wheel Alignment,157.75,68.09,89.66,Corporate Account,Completed,2024-10,Q4,Monday,False,157.75
TXN-011071,2024-10-07,09:52,Abu Dhabi-Mussafah,Suspension Repair,767.01,292.93,474.08,Card,Completed,2024-10,Q4,Monday,False,767.01
TXN-011072,2024-10-07,15:32,Abu Dhabi-Mussafah,Brake Service,429.18,145.26,283.92,Card,Completed,2024-10,Q4,Monday,False,429.18
TXN-011073,2024-10-08,14:08,Abu Dhabi-Mussafah,Brake Service,420.87,183.55,237.32,Cash,Completed,2024-10,Q4,Tuesday,False,420.87
TXN-011074,2024-10-08,11:30,Abu Dhabi-Mussafah,Wheel Alignment,160.77,67.04,93.73,Card,Completed,2024-10,Q4,Tuesday,False,160.77
TXN-011075,2024-10-08,09:32,Abu Dhabi-Mussafah,Full Service,680.05,262.28,417.77,Card,Completed,2024-10,Q4,Tuesday,False,680.05
TXN-011076,2024-10-08,15:57,Abu Dhabi-Mussafah,Battery Replacement,302.82,115.57,187.25,Cash,Completed,2024-10,Q4,Tuesday,False,302.82
TXN-011077,2024-10-08,08:15,Abu Dhabi-Mussafah,Wheel Alignment,145.41,62.62,82.79,Card,Completed,2024-10,Q4,Tuesday,False,145.41
TXN-011078,2024-10-08,10:54,Abu Dhabi-Mussafah,Full Service,760.1,322.22,437.88,Card,Completed,2024-10,Q4,Tuesday,False,760.1
TXN-011079,2024-10-08,11:20,Abu Dhabi-Mussafah,Brake Service,422.12,181.56,240.56,Card,Completed,2024-10,Q4,Tuesday,False,422.12
TXN-011080,2024-10-08,08:46,Abu Dhabi-Mussafah,AC Service,320.4,119.31,201.09,Card,Completed,2024-10,Q4,Tuesday,False,320.4
TXN-011081,2024-10-08,10:28,Abu Dhabi-Mussafah,Oil Change,195.14,81.96,113.18,Cash,Completed,2024-10,Q4,Tuesday,False,195.14
TXN-011082,2024-10-08,16:08,Abu Dhabi-Mussafah,Suspension Repair,739.77,297.05,442.72,Card,Completed,2024-10,Q4,Tuesday,False,739.77
TXN-011083,2024-10-08,15:09,Abu Dhabi-Mussafah,Oil Change,167.34,58.23,109.11,Corporate Account,Completed,2024-10,Q4,Tuesday,False,167.34
TXN-011084,2024-10-08,10:40,Abu Dhabi-Mussafah,Full Service,741.43,230.01,511.42,Cash,Completed,2024-10,Q4,Tuesday,False,741.43
TXN-011085,2024-10-08,16:56,Abu Dhabi-Mussafah,Oil Change,193.29,65.87,127.42,Card,Completed,2024-10,Q4,Tuesday,False,193.29
TXN-011086,2024-10-08,15:05,Abu Dhabi-Mussafah,Oil Change,191.69,66.08,125.61,Cash,Completed,2024-10,Q4,Tuesday,False,191.69
TXN-011087,2024-10-08,16:04,Abu Dhabi-Mussafah,Tyre Replacement,986.69,389.68,597.01,Card,Completed,2024-10,Q4,Tuesday,False,986.69
TXN-011088,2024-10-08,09:07,Abu Dhabi-Mussafah,Oil Change,163.15,62.85,100.3,Cash,Completed,2024-10,Q4,Tuesday,False,163.15
TXN-011089,2024-10-08,09:02,Abu Dhabi-Mussafah,AC Service,334.46,124.85,209.61,Card,Completed,2024-10,Q4,Tuesday,False,334.46
TXN-011090,2024-10-08,17:22,Abu Dhabi-Mussafah,Oil Change,177.47,56.08,121.39,Corporate Account,Completed,2024-10,Q4,Tuesday,False,177.47
TXN-011091,2024-10-08,17:28,Abu Dhabi-Mussafah,Full Service,679.75,257.18,422.57,Cash,Completed,2024-10,Q4,Tuesday,False,679.75
TXN-011092,2024-10-08,16:54,Abu Dhabi-Mussafah,AC Service,327.26,122.16,205.1,Corporate Account,Completed,2024-10,Q4,Tuesday,False,327.26
TXN-011093,2024-10-08,11:13,Abu Dhabi-Mussafah,Battery Replacement,345.03,109.9,235.13,Card,Completed,2024-10,Q4,Tuesday,False,345.03
TXN-011094,2024-10-09,18:41,Abu Dhabi-Mussafah,Suspension Repair,767.58,313.84,453.74,Corporate Account,Completed,2024-10,Q4,Wednesday,False,767.58
TXN-011095,2024-10-09,11:26,Abu Dhabi-Mussafah,Engine Overhaul,3502.55,1452.29,2050.26,Cash,Completed,2024-10,Q4,Wednesday,False,3502.55
TXN-011096,2024-10-09,08:03,Abu Dhabi-Mussafah,Suspension Repair,847.96,295.3,552.66,Cash,Completed,2024-10,Q4,Wednesday,False,847.96
TXN-011097,2024-10-09,18:07,Abu Dhabi-Mussafah,Oil Change,183.58,79.92,103.66,Corporate Account,Completed,2024-10,Q4,Wednesday,False,183.58
TXN-011098,2024-10-09,13:14,Abu Dhabi-Mussafah,Oil Change,176.81,53.74,123.07,Cash,Completed,2024-10,Q4,Wednesday,False,176.81
TXN-011099,2024-10-09,16:32,Abu Dhabi-Mussafah,Full Service,823.32,319.38,503.94,Corporate Account,Completed,2024-10,Q4,Wednesday,False,823.32
TXN-011100,2024-10-09,16:39,Abu Dhabi-Mussafah,Tyre Replacement,957.71,346.55,611.16,Cash,Completed,2024-10,Q4,Wednesday,False,957.71
TXN-011101,2024-10-09,09:04,Abu Dhabi-Mussafah,Oil Change,162.79,61.88,100.91,Cash,Completed,2024-10,Q4,Wednesday,False,162.79
TXN-011102,2024-10-09,10:01,Abu Dhabi-Mussafah,Detailing,365.2,146.53,218.67,Card,Completed,2024-10,Q4,Wednesday,False,365.2
TXN-011103,2024-10-09,15:26,Abu Dhabi-Mussafah,AC Service,363.26,120.45,242.81,Card,Completed,2024-10,Q4,Wednesday,False,363.26
TXN-011104,2024-10-09,15:47,Abu Dhabi-Mussafah,Full Service,730.63,295.99,434.64,Corporate Account,Completed,2024-10,Q4,Wednesday,False,730.63
TXN-011105,2024-10-09,10:53,Abu Dhabi-Mussafah,Tyre Replacement,931.3,283.71,647.59,Cash,Completed,2024-10,Q4,Wednesday,False,931.3
TXN-011106,2024-10-09,15:44,Abu Dhabi-Mussafah,Tyre Replacement,828.58,264.2,564.38,Cash,Completed,2024-10,Q4,Wednesday,False,828.58
TXN-011107,2024-10-09,12:28,Abu Dhabi-Mussafah,Tyre Replacement,944.29,288.83,655.46,Card,Completed,2024-10,Q4,Wednesday,False,944.29
TXN-011108,2024-10-09,10:14,Abu Dhabi-Mussafah,Tyre Replacement,893.81,317.65,576.16,Card,Completed,2024-10,Q4,Wednesday,False,893.81
TXN-011109,2024-10-09,09:30,Abu Dhabi-Mussafah,Full Service,767.64,298.63,469.01,Cash,Completed,2024-10,Q4,Wednesday,False,767.64
TXN-011110,2024-10-09,14:44,Abu Dhabi-Mussafah,Oil Change,168.23,54.09,114.14,Corporate Account,Completed,2024-10,Q4,Wednesday,False,168.23
TXN-011111,2024-10-09,09:10,Abu Dhabi-Mussafah,Oil Change,168.49,69.57,98.92,Cash,Completed,2024-10,Q4,Wednesday,False,168.49
TXN-011112,2024-10-10,10:53,Abu Dhabi-Mussafah,Wheel Alignment,163.29,69.88,93.41,Cash,Completed,2024-10,Q4,Thursday,False,163.29
TXN-011113,2024-10-10,13:41,Abu Dhabi-Mussafah,Tyre Replacement,948.25,318.04,630.21,Card,Completed,2024-10,Q4,Thursday,False,948.25
TXN-011114,2024-10-10,18:09,Abu Dhabi-Mussafah,Oil Change,175.16,70.64,104.52,Card,Completed,2024-10,Q4,Thursday,False,175.16
TXN-011115,2024-10-10,11:49,Abu Dhabi-Mussafah,Oil Change,179.11,60.54,118.57,Card,Completed,2024-10,Q4,Thursday,False,179.11
TXN-011116,2024-10-10,17:21,Abu Dhabi-Mussafah,Oil Change,190.16,76.42,113.74,Cash,Completed,2024-10,Q4,Thursday,False,190.16
TXN-011117,2024-10-10,12:48,Abu Dhabi-Mussafah,Tyre Replacement,983.78,325.33,658.45,Corporate Account,Completed,2024-10,Q4,Thursday,False,983.78
TXN-011118,2024-10-10,15:45,Abu Dhabi-Mussafah,AC Service,353.37,135.83,217.54,Card,Completed,2024-10,Q4,Thursday,False,353.37
TXN-011119,2024-10-10,15:10,Abu Dhabi-Mussafah,Engine Diagnostics,211.02,76.53,134.49,Cash,Completed,2024-10,Q4,Thursday,False,211.02
TXN-011120,2024-10-10,12:01,Abu Dhabi-Mussafah,Tyre Replacement,879.77,340.74,539.03,Card,Completed,2024-10,Q4,Thursday,False,879.77
TXN-011121,2024-10-10,09:59,Abu Dhabi-Mussafah,Tyre Replacement,830.57,258.81,571.76,Corporate Account,Completed,2024-10,Q4,Thursday,False,830.57
TXN-011122,2024-10-10,12:17,Abu Dhabi-Mussafah,Brake Service,408.03,165.38,242.65,Card,Completed,2024-10,Q4,Thursday,False,408.03
TXN-011123,2024-10-10,13:36,Abu Dhabi-Mussafah,Oil Change,184.89,76.03,108.86,Corporate Account,Completed,2024-10,Q4,Thursday,False,184.89
TXN-011124,2024-10-10,13:37,Abu Dhabi-Mussafah,Wheel Alignment,153.4,65.22,88.18,Card,Completed,2024-10,Q4,Thursday,False,153.4
TXN-011125,2024-10-10,08:34,Abu Dhabi-Mussafah,AC Service,0.0,0.0,0.0,Card,Void,2024-10,Q4,Thursday,True,0.0
TXN-011126,2024-10-11,18:56,Abu Dhabi-Mussafah,Brake Service,491.89,180.37,311.52,Card,Completed,2024-10,Q4,Friday,False,491.89
TXN-011127,2024-10-11,16:31,Abu Dhabi-Mussafah,Battery Replacement,334.27,134.14,200.13,Card,Completed,2024-10,Q4,Friday,False,334.27
TXN-011128,2024-10-11,12:08,Abu Dhabi-Mussafah,Wheel Alignment,154.99,61.37,93.62,Cash,Completed,2024-10,Q4,Friday,False,154.99
TXN-011129,2024-10-11,09:13,Abu Dhabi-Mussafah,Brake Service,474.05,202.69,271.36,Cash,Completed,2024-10,Q4,Friday,False,474.05
TXN-011130,2024-10-11,18:26,Abu Dhabi-Mussafah,Brake Service,427.46,181.6,245.86,Card,Completed,2024-10,Q4,Friday,False,427.46
TXN-011131,2024-10-11,11:25,Abu Dhabi-Mussafah,AC Service,375.31,118.65,256.66,Card,Completed,2024-10,Q4,Friday,False,375.31
TXN-011132,2024-10-11,14:47,Abu Dhabi-Mussafah,Wheel Alignment,161.98,60.67,101.31,Corporate Account,Completed,2024-10,Q4,Friday,False,161.98
TXN-011133,2024-10-11,16:52,Abu Dhabi-Mussafah,Suspension Repair,803.22,292.83,510.39,Cash,Completed,2024-10,Q4,Friday,False,803.22
TXN-011134,2024-10-11,13:36,Abu Dhabi-Mussafah,Suspension Repair,758.04,243.95,514.09,Cash,Completed,2024-10,Q4,Friday,False,758.04
TXN-011135,2024-10-12,16:09,Abu Dhabi-Mussafah,Tyre Replacement,936.36,304.67,631.69,Card,Completed,2024-10,Q4,Saturday,False,936.36
TXN-011136,2024-10-12,11:44,Abu Dhabi-Mussafah,Suspension Repair,848.54,372.72,475.82,Card,Completed,2024-10,Q4,Saturday,False,848.54
TXN-011137,2024-10-12,09:22,Abu Dhabi-Mussafah,Brake Service,469.62,150.99,318.63,Card,Completed,2024-10,Q4,Saturday,False,469.62
TXN-011138,2024-10-12,10:59,Abu Dhabi-Mussafah,Engine Diagnostics,190.22,61.47,128.75,Card,Completed,2024-10,Q4,Saturday,False,190.22
TXN-011139,2024-10-12,10:28,Abu Dhabi-Mussafah,Brake Service,409.18,146.19,262.99,Card,Completed,2024-10,Q4,Saturday,False,409.18
TXN-011140,2024-10-12,12:52,Abu Dhabi-Mussafah,Engine Diagnostics,203.57,72.07,131.5,Card,Completed,2024-10,Q4,Saturday,False,203.57
TXN-011141,2024-10-12,10:11,Abu Dhabi-Mussafah,Wheel Alignment,159.07,64.27,94.8,Cash,Completed,2024-10,Q4,Saturday,False,159.07
TXN-011142,2024-10-12,16:49,Abu Dhabi-Mussafah,Wheel Alignment,159.29,71.28,88.01,Corporate Account,Completed,2024-10,Q4,Saturday,False,159.29
TXN-011143,2024-10-13,10:22,Abu Dhabi-Mussafah,Oil Change,168.17,62.57,105.6,Cash,Completed,2024-10,Q4,Sunday,False,168.17
TXN-011144,2024-10-13,09:09,Abu Dhabi-Mussafah,Detailing,399.91,134.69,265.22,Cash,Completed,2024-10,Q4,Sunday,False,399.91
TXN-011145,2024-10-13,09:56,Abu Dhabi-Mussafah,Engine Diagnostics,212.86,89.94,122.92,Corporate Account,Completed,2024-10,Q4,Sunday,False,212.86
TXN-011146,2024-10-13,09:05,Abu Dhabi-Mussafah,AC Service,340.18,112.06,228.12,Card,Completed,2024-10,Q4,Sunday,False,340.18
TXN-011147,2024-10-13,16:22,Abu Dhabi-Mussafah,Wheel Alignment,159.27,66.23,93.04,Card,Completed,2024-10,Q4,Sunday,False,159.27
TXN-011148,2024-10-14,18:27,Abu Dhabi-Mussafah,Wheel Alignment,154.23,58.91,95.32,Corporate Account,Completed,2024-10,Q4,Monday,False,154.23
TXN-011149,2024-10-14,12:36,Abu Dhabi-Mussafah,Engine Diagnostics,186.61,65.43,121.18,Cash,Completed,2024-10,Q4,Monday,False,186.61
